plant,recording_date,min_width,avg_width,max_width,min_height,avg_height,max_height,min_biomass,avg_biomass,max_biomass,avg_solidity,avg_convex_hull_area,avg_longest_path,avg_center_of_mass_x,avg_center_of_mass_y
-,dd/mm/yyyy,mm,mm,mm,mm,mm,mm,cm2,cm2,cm2,-,cm2,mm,pixels,pixels
NPEC51.VTC3.AA10.Merlice.Mer_boh6.0,2021-11-04,1448.6004106572,945.7754,638.6881,1511.3408875771665,952.3866166666667,722.7768333333333,1572.481581991,959.5921,803.5971,1303.774608899157,2422.1483016464613,4588.412122672275,6924.469483333333,0.32982643512946996
NPEC51.VTC3.AA10.Merlice.Mer_boh6.0,2021-11-07,1792.4371090283996,1042.4923,640.0251999999998,1848.0649767639168,1056.309,684.9666166666666,1913.0107830037,1072.3542,740.3077,1303.1413737722085,2349.960589443564,4791.879825039675,7643.680716666667,0.3860896395490972
NPEC51.VTC3.AA10.Merlice.Mer_boh6.0,2021-11-08,1903.3107772370001,1060.3203,623.5343,1956.0400324226,1079.0397,679.87078,2041.6575316126,1103.5532,749.2216999999998,1280.2464667625732,2329.3632657475077,4887.1356496402295,7927.220199999999,0.40093235102567704
NPEC51.VTC3.AA10.Merlice.Mer_boh6.0,2021-11-12,2066.6574440791,1207.847,652.9505,2157.1428245165503,1232.2119333333333,708.2172999999999,2247.2785836116,1258.6568,779.975,1302.8888076096562,2230.6970107395123,5865.634508036674,8940.742,0.36813898687203434
NPEC51.VTC3.AA10.Merlice.Mer_boh6.0,2021-11-16,2224.6465611459,1358.9393,599.4665,2402.51145287965,1372.9045666666668,656.2189666666667,2581.8185326508,1384.7899,719.3598,1301.8551437288809,2153.56206558483,6336.450797564449,9863.56385,0.3807216847436305
NPEC51.VTC3.AA12.Brioso.Bri_bo.0,2021-09-29,3.8359023419,39.6673,246.4721,5.96044794245,40.33585,270.4656166666667,7.7095478969,41.0044,283.4652,1305.5878146307903,3307.3992183449604,15.06450823915,1798.6223500000003,0.4335338634071269
NPEC51.VTC3.AA12.Brioso.Bri_bo.0,2021-10-03,21.4798612237,70.8663,246.4721,23.468994770233333,81.71166666666666,270.4656166666666,28.4365313435,91.3685,283.4652,1305.1981761713564,3295.132592622283,67.43801708724165,1766.0862500000003,0.3602721603112802
NPEC51.VTC3.AA12.Brioso.Bri_bo.0,2021-10-09,61.2929915895,140.3955,246.4721,74.45610269853333,143.81253333333333,274.9969,99.97978501700001,145.7439,312.8814,1303.7824132844214,3244.138736596966,213.65803882358333,1921.2641333333331,0.35214644641839005
NPEC51.VTC3.AA12.Brioso.Bri_bo.0,2021-10-11,82.0239480059,198.3365,246.4721,99.69836632283331,203.83346666666668,285.1737166666666,130.52397683939998,211.2618,321.7954,1305.1132843201383,3192.8489350743835,407.82899185898333,2305.0118333333335,0.24621468813133993
NPEC51.VTC3.AA12.Brioso.Bri_bo.0,2021-10-15,185.40459517169998,266.0829,303.076,225.7378535004833,270.9856,356.85713333333337,256.63001126119997,276.7797,386.4219,1305.1135916495577,3074.822705695095,717.1624340020834,2538.855766666667,0.3162252514618343
